walls
998,42,26,410,1,1,1
959,766,26,410,1,1,1
655,781,26,410,1,1,1
1034,798,26,410,1,1,1
1097,768,26,410,1,1,1
1026,175,26,410,1,1,1
door
50,420,18,98,0,1,0
exit
844,617,35,79,1,0,0
enemies
988,389,10,18,0.836052460219,0.504044668558,0.667044672039,0
835,181,51,55,0.45789531588,0.0899602851876,0.805694934246,0
542,269,56,45,0.937961716956,0.603095411803,0.242499532518,0
552,21,44,13,0.153928067509,0.294384575426,0.479583182969,1
297,152,13,99,0.0617985189923,0.921491369927,0.997646944796,0
420,169,25,55,0.189199718662,0.246990829197,0.457016413569,1
1073,670,30,44,0.488901052517,0.183364797283,0.634618294889,0
1048,71,67,22,0.377592017103,0.693650195032,0.798653708816,1
846,349,36,43,0.070436024477,0.983918400547,0.247848432567,1
427,416,24,12,0.479365032262,0.805601306949,0.0352295047168,1
