walls
337,688,127,16,1,1,1
539,66,127,16,1,1,1
322,3,127,16,1,1,1
802,327,127,16,1,1,1
127,1,127,16,1,1,1
412,304,127,16,1,1,1
door
50,420,42,53,0,1,0
exit
925,132,5,75,1,0,0
enemies
636,123,69,32,0.938915395291,0.697312292199,0.843202649875,1
198,25,15,98,0.043005764379,0.0728930166309,0.611642265412,0
642,14,83,27,0.307403411215,0.859511620522,0.985871335502,0
1139,54,5,70,0.932747511785,0.0796579008151,0.135856248561,0
257,165,25,39,0.696488330203,0.797773010832,0.220536239099,0
279,500,6,84,0.0474198272652,0.0845228913773,0.386968085912,1
380,723,11,23,0.785101240267,0.032601410277,0.79437971438,1
1054,103,56,33,0.39764204976,0.116764017439,0.824569025043,1
1109,174,34,45,0.910214417618,0.873563887103,0.79826216491,0
544,428,48,41,0.594909680909,0.0419529595089,0.625534903103,0
450,70,41,16,0.428369446113,0.233064453123,0.455293111162,1
1149,329,42,58,0.465801420714,0.139905104029,0.121299707683,0
474,93,64,10,0.494011224563,0.910795509802,0.93857988167,0
1172,264,22,63,0.148504393199,0.939424658111,0.603593874807,1
295,480,29,14,0.222938561406,0.656467847994,0.744250072224,1
554,218,78,6,0.633042528908,0.947248067718,0.988646096603,1
