walls
234,28,62,18,1,1,1
575,210,62,18,1,1,1
786,449,62,18,1,1,1
977,472,33,469,1,1,1
570,599,33,469,1,1,1
421,102,33,469,1,1,1
669,757,62,18,1,1,1
833,276,62,18,1,1,1
door
50,420,40,92,0,1,0
exit
947,403,26,65,1,0,0
enemies
112,193,95,40,0.143176562119,0.624841705259,0.230098258821,0
622,423,62,97,0.864651226416,0.825273239622,0.7605619511,1
636,146,60,89,0.507604186918,0.00217117399496,0.936289826834,0
797,752,21,50,0.256514680831,0.961665901998,0.161375609481,1
167,475,24,19,0.900024863904,0.873935979806,0.0162964664224,0
584,134,50,65,0.891425299483,0.483321917533,0.704752584862,0
343,301,55,26,0.223075763328,0.978811466467,0.947835703502,1
940,120,35,34,0.838397254288,0.139368839355,0.504986082544,0
1134,577,89,98,0.555093233839,0.957717365456,0.177644202551,1
805,377,68,64,0.95941221366,0.379680162356,0.287007657327,0
775,368,28,92,0.671598967168,0.71868411671,0.48520257869,1
188,356,33,60,0.118277568855,0.36962874911,0.271523487404,1
1020,252,46,58,0.776632214162,0.515645233645,0.827346310672,0
