walls
244,366,1195,16,1,1,1
661,513,28,195,1,1,1
123,670,28,195,1,1,1
355,589,28,195,1,1,1
door
50,420,7,70,0,1,0
exit
909,129,31,72,1,0,0
enemies
423,310,89,39,0.0227521678317,0.554582711568,0.0180659232173,0
852,276,29,6,0.266503864963,0.580012483155,0.301704748935,0
896,91,27,85,0.145476957299,0.482570499727,0.850760495941,0
523,263,68,60,0.233579620575,0.489841696777,0.26934899921,1
588,230,89,77,0.45957518199,0.950388730147,0.40037748534,0
433,108,12,42,0.0626248257712,0.171212617516,0.785979115766,0
1064,513,62,61,0.419422862292,0.86868821421,0.37221019964,1
855,3,67,51,0.500682806953,0.50110474538,0.0785437712969,0
478,144,7,23,0.455783780819,0.0932156001593,0.177913642116,1
1002,734,93,30,0.219581015347,0.0929179677767,0.796841871558,0
505,25,93,74,0.430165939037,0.377425193259,0.762872918431,1
893,158,70,96,0.0620993133802,0.444824221349,0.932571403638,1
919,170,68,68,0.953483471293,0.789699722853,0.832389592101,0
356,146,81,38,0.329086862265,0.0969155958565,0.676684295787,0
798,604,81,52,0.362582824932,0.167435711473,0.634963874422,0
